,X_test (sequence),y_test
163,"0.3215,0.3089,0.3009,0.316,0.3729,0.405,0.396,0.4082,0.4275,0.4426,0.4037,0.3976,0.4025,0.4166,0.4391,0.5088,0.5149,0.4593,0.4593,0.46,0.4818,0.4712,0.4867,0.4821,0.4783,0.4638,0.4568,0.4613,0.4658,0.4625,0.4667,0.4552,0.4654,0.4175,0.4156,0.4137,0.4025,0.4233,0.4336,0.4243,0.3822,0.3809,0.3954,0.3851,0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925",0.4037
164,"0.3089,0.3009,0.316,0.3729,0.405,0.396,0.4082,0.4275,0.4426,0.4037,0.3976,0.4025,0.4166,0.4391,0.5088,0.5149,0.4593,0.4593,0.46,0.4818,0.4712,0.4867,0.4821,0.4783,0.4638,0.4568,0.4613,0.4658,0.4625,0.4667,0.4552,0.4654,0.4175,0.4156,0.4137,0.4025,0.4233,0.4336,0.4243,0.3822,0.3809,0.3954,0.3851,0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037",0.3989
165,"0.3009,0.316,0.3729,0.405,0.396,0.4082,0.4275,0.4426,0.4037,0.3976,0.4025,0.4166,0.4391,0.5088,0.5149,0.4593,0.4593,0.46,0.4818,0.4712,0.4867,0.4821,0.4783,0.4638,0.4568,0.4613,0.4658,0.4625,0.4667,0.4552,0.4654,0.4175,0.4156,0.4137,0.4025,0.4233,0.4336,0.4243,0.3822,0.3809,0.3954,0.3851,0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037,0.3989",0.3973
166,"0.316,0.3729,0.405,0.396,0.4082,0.4275,0.4426,0.4037,0.3976,0.4025,0.4166,0.4391,0.5088,0.5149,0.4593,0.4593,0.46,0.4818,0.4712,0.4867,0.4821,0.4783,0.4638,0.4568,0.4613,0.4658,0.4625,0.4667,0.4552,0.4654,0.4175,0.4156,0.4137,0.4025,0.4233,0.4336,0.4243,0.3822,0.3809,0.3954,0.3851,0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037,0.3989,0.3973",0.4047
167,"0.3729,0.405,0.396,0.4082,0.4275,0.4426,0.4037,0.3976,0.4025,0.4166,0.4391,0.5088,0.5149,0.4593,0.4593,0.46,0.4818,0.4712,0.4867,0.4821,0.4783,0.4638,0.4568,0.4613,0.4658,0.4625,0.4667,0.4552,0.4654,0.4175,0.4156,0.4137,0.4025,0.4233,0.4336,0.4243,0.3822,0.3809,0.3954,0.3851,0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037,0.3989,0.3973,0.4047",0.4002
168,"0.405,0.396,0.4082,0.4275,0.4426,0.4037,0.3976,0.4025,0.4166,0.4391,0.5088,0.5149,0.4593,0.4593,0.46,0.4818,0.4712,0.4867,0.4821,0.4783,0.4638,0.4568,0.4613,0.4658,0.4625,0.4667,0.4552,0.4654,0.4175,0.4156,0.4137,0.4025,0.4233,0.4336,0.4243,0.3822,0.3809,0.3954,0.3851,0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037,0.3989,0.3973,0.4047,0.4002",0.3337
169,"0.396,0.4082,0.4275,0.4426,0.4037,0.3976,0.4025,0.4166,0.4391,0.5088,0.5149,0.4593,0.4593,0.46,0.4818,0.4712,0.4867,0.4821,0.4783,0.4638,0.4568,0.4613,0.4658,0.4625,0.4667,0.4552,0.4654,0.4175,0.4156,0.4137,0.4025,0.4233,0.4336,0.4243,0.3822,0.3809,0.3954,0.3851,0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037,0.3989,0.3973,0.4047,0.4002,0.3337",0.3678
170,"0.4082,0.4275,0.4426,0.4037,0.3976,0.4025,0.4166,0.4391,0.5088,0.5149,0.4593,0.4593,0.46,0.4818,0.4712,0.4867,0.4821,0.4783,0.4638,0.4568,0.4613,0.4658,0.4625,0.4667,0.4552,0.4654,0.4175,0.4156,0.4137,0.4025,0.4233,0.4336,0.4243,0.3822,0.3809,0.3954,0.3851,0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037,0.3989,0.3973,0.4047,0.4002,0.3337,0.3678",0.3632
171,"0.4275,0.4426,0.4037,0.3976,0.4025,0.4166,0.4391,0.5088,0.5149,0.4593,0.4593,0.46,0.4818,0.4712,0.4867,0.4821,0.4783,0.4638,0.4568,0.4613,0.4658,0.4625,0.4667,0.4552,0.4654,0.4175,0.4156,0.4137,0.4025,0.4233,0.4336,0.4243,0.3822,0.3809,0.3954,0.3851,0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037,0.3989,0.3973,0.4047,0.4002,0.3337,0.3678,0.3632",0.3565
172,"0.4426,0.4037,0.3976,0.4025,0.4166,0.4391,0.5088,0.5149,0.4593,0.4593,0.46,0.4818,0.4712,0.4867,0.4821,0.4783,0.4638,0.4568,0.4613,0.4658,0.4625,0.4667,0.4552,0.4654,0.4175,0.4156,0.4137,0.4025,0.4233,0.4336,0.4243,0.3822,0.3809,0.3954,0.3851,0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037,0.3989,0.3973,0.4047,0.4002,0.3337,0.3678,0.3632,0.3565",0.3668
173,"0.4037,0.3976,0.4025,0.4166,0.4391,0.5088,0.5149,0.4593,0.4593,0.46,0.4818,0.4712,0.4867,0.4821,0.4783,0.4638,0.4568,0.4613,0.4658,0.4625,0.4667,0.4552,0.4654,0.4175,0.4156,0.4137,0.4025,0.4233,0.4336,0.4243,0.3822,0.3809,0.3954,0.3851,0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037,0.3989,0.3973,0.4047,0.4002,0.3337,0.3678,0.3632,0.3565,0.3668",0.37
174,"0.3976,0.4025,0.4166,0.4391,0.5088,0.5149,0.4593,0.4593,0.46,0.4818,0.4712,0.4867,0.4821,0.4783,0.4638,0.4568,0.4613,0.4658,0.4625,0.4667,0.4552,0.4654,0.4175,0.4156,0.4137,0.4025,0.4233,0.4336,0.4243,0.3822,0.3809,0.3954,0.3851,0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037,0.3989,0.3973,0.4047,0.4002,0.3337,0.3678,0.3632,0.3565,0.3668,0.37",0.3719
175,"0.4025,0.4166,0.4391,0.5088,0.5149,0.4593,0.4593,0.46,0.4818,0.4712,0.4867,0.4821,0.4783,0.4638,0.4568,0.4613,0.4658,0.4625,0.4667,0.4552,0.4654,0.4175,0.4156,0.4137,0.4025,0.4233,0.4336,0.4243,0.3822,0.3809,0.3954,0.3851,0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037,0.3989,0.3973,0.4047,0.4002,0.3337,0.3678,0.3632,0.3565,0.3668,0.37,0.3719",0.3706
176,"0.4166,0.4391,0.5088,0.5149,0.4593,0.4593,0.46,0.4818,0.4712,0.4867,0.4821,0.4783,0.4638,0.4568,0.4613,0.4658,0.4625,0.4667,0.4552,0.4654,0.4175,0.4156,0.4137,0.4025,0.4233,0.4336,0.4243,0.3822,0.3809,0.3954,0.3851,0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037,0.3989,0.3973,0.4047,0.4002,0.3337,0.3678,0.3632,0.3565,0.3668,0.37,0.3719,0.3706",0.3822
177,"0.4391,0.5088,0.5149,0.4593,0.4593,0.46,0.4818,0.4712,0.4867,0.4821,0.4783,0.4638,0.4568,0.4613,0.4658,0.4625,0.4667,0.4552,0.4654,0.4175,0.4156,0.4137,0.4025,0.4233,0.4336,0.4243,0.3822,0.3809,0.3954,0.3851,0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037,0.3989,0.3973,0.4047,0.4002,0.3337,0.3678,0.3632,0.3565,0.3668,0.37,0.3719,0.3706,0.3822",0.4101
178,"0.5088,0.5149,0.4593,0.4593,0.46,0.4818,0.4712,0.4867,0.4821,0.4783,0.4638,0.4568,0.4613,0.4658,0.4625,0.4667,0.4552,0.4654,0.4175,0.4156,0.4137,0.4025,0.4233,0.4336,0.4243,0.3822,0.3809,0.3954,0.3851,0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037,0.3989,0.3973,0.4047,0.4002,0.3337,0.3678,0.3632,0.3565,0.3668,0.37,0.3719,0.3706,0.3822,0.4101",0.4175
179,"0.5149,0.4593,0.4593,0.46,0.4818,0.4712,0.4867,0.4821,0.4783,0.4638,0.4568,0.4613,0.4658,0.4625,0.4667,0.4552,0.4654,0.4175,0.4156,0.4137,0.4025,0.4233,0.4336,0.4243,0.3822,0.3809,0.3954,0.3851,0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037,0.3989,0.3973,0.4047,0.4002,0.3337,0.3678,0.3632,0.3565,0.3668,0.37,0.3719,0.3706,0.3822,0.4101,0.4175",0.4147
180,"0.4593,0.4593,0.46,0.4818,0.4712,0.4867,0.4821,0.4783,0.4638,0.4568,0.4613,0.4658,0.4625,0.4667,0.4552,0.4654,0.4175,0.4156,0.4137,0.4025,0.4233,0.4336,0.4243,0.3822,0.3809,0.3954,0.3851,0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037,0.3989,0.3973,0.4047,0.4002,0.3337,0.3678,0.3632,0.3565,0.3668,0.37,0.3719,0.3706,0.3822,0.4101,0.4175,0.4147",0.4153
181,"0.4593,0.46,0.4818,0.4712,0.4867,0.4821,0.4783,0.4638,0.4568,0.4613,0.4658,0.4625,0.4667,0.4552,0.4654,0.4175,0.4156,0.4137,0.4025,0.4233,0.4336,0.4243,0.3822,0.3809,0.3954,0.3851,0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037,0.3989,0.3973,0.4047,0.4002,0.3337,0.3678,0.3632,0.3565,0.3668,0.37,0.3719,0.3706,0.3822,0.4101,0.4175,0.4147,0.4153",0.4288
182,"0.46,0.4818,0.4712,0.4867,0.4821,0.4783,0.4638,0.4568,0.4613,0.4658,0.4625,0.4667,0.4552,0.4654,0.4175,0.4156,0.4137,0.4025,0.4233,0.4336,0.4243,0.3822,0.3809,0.3954,0.3851,0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037,0.3989,0.3973,0.4047,0.4002,0.3337,0.3678,0.3632,0.3565,0.3668,0.37,0.3719,0.3706,0.3822,0.4101,0.4175,0.4147,0.4153,0.4288",0.4175
183,"0.4818,0.4712,0.4867,0.4821,0.4783,0.4638,0.4568,0.4613,0.4658,0.4625,0.4667,0.4552,0.4654,0.4175,0.4156,0.4137,0.4025,0.4233,0.4336,0.4243,0.3822,0.3809,0.3954,0.3851,0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037,0.3989,0.3973,0.4047,0.4002,0.3337,0.3678,0.3632,0.3565,0.3668,0.37,0.3719,0.3706,0.3822,0.4101,0.4175,0.4147,0.4153,0.4288,0.4175",0.4208
184,"0.4712,0.4867,0.4821,0.4783,0.4638,0.4568,0.4613,0.4658,0.4625,0.4667,0.4552,0.4654,0.4175,0.4156,0.4137,0.4025,0.4233,0.4336,0.4243,0.3822,0.3809,0.3954,0.3851,0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037,0.3989,0.3973,0.4047,0.4002,0.3337,0.3678,0.3632,0.3565,0.3668,0.37,0.3719,0.3706,0.3822,0.4101,0.4175,0.4147,0.4153,0.4288,0.4175,0.4208",0.4349
185,"0.4867,0.4821,0.4783,0.4638,0.4568,0.4613,0.4658,0.4625,0.4667,0.4552,0.4654,0.4175,0.4156,0.4137,0.4025,0.4233,0.4336,0.4243,0.3822,0.3809,0.3954,0.3851,0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037,0.3989,0.3973,0.4047,0.4002,0.3337,0.3678,0.3632,0.3565,0.3668,0.37,0.3719,0.3706,0.3822,0.4101,0.4175,0.4147,0.4153,0.4288,0.4175,0.4208,0.4349",0.4394
186,"0.4821,0.4783,0.4638,0.4568,0.4613,0.4658,0.4625,0.4667,0.4552,0.4654,0.4175,0.4156,0.4137,0.4025,0.4233,0.4336,0.4243,0.3822,0.3809,0.3954,0.3851,0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037,0.3989,0.3973,0.4047,0.4002,0.3337,0.3678,0.3632,0.3565,0.3668,0.37,0.3719,0.3706,0.3822,0.4101,0.4175,0.4147,0.4153,0.4288,0.4175,0.4208,0.4349,0.4394",0.4423
187,"0.4783,0.4638,0.4568,0.4613,0.4658,0.4625,0.4667,0.4552,0.4654,0.4175,0.4156,0.4137,0.4025,0.4233,0.4336,0.4243,0.3822,0.3809,0.3954,0.3851,0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037,0.3989,0.3973,0.4047,0.4002,0.3337,0.3678,0.3632,0.3565,0.3668,0.37,0.3719,0.3706,0.3822,0.4101,0.4175,0.4147,0.4153,0.4288,0.4175,0.4208,0.4349,0.4394,0.4423",0.4446
188,"0.4638,0.4568,0.4613,0.4658,0.4625,0.4667,0.4552,0.4654,0.4175,0.4156,0.4137,0.4025,0.4233,0.4336,0.4243,0.3822,0.3809,0.3954,0.3851,0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037,0.3989,0.3973,0.4047,0.4002,0.3337,0.3678,0.3632,0.3565,0.3668,0.37,0.3719,0.3706,0.3822,0.4101,0.4175,0.4147,0.4153,0.4288,0.4175,0.4208,0.4349,0.4394,0.4423,0.4446",0.4442
189,"0.4568,0.4613,0.4658,0.4625,0.4667,0.4552,0.4654,0.4175,0.4156,0.4137,0.4025,0.4233,0.4336,0.4243,0.3822,0.3809,0.3954,0.3851,0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037,0.3989,0.3973,0.4047,0.4002,0.3337,0.3678,0.3632,0.3565,0.3668,0.37,0.3719,0.3706,0.3822,0.4101,0.4175,0.4147,0.4153,0.4288,0.4175,0.4208,0.4349,0.4394,0.4423,0.4446,0.4442",0.4385
190,"0.4613,0.4658,0.4625,0.4667,0.4552,0.4654,0.4175,0.4156,0.4137,0.4025,0.4233,0.4336,0.4243,0.3822,0.3809,0.3954,0.3851,0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037,0.3989,0.3973,0.4047,0.4002,0.3337,0.3678,0.3632,0.3565,0.3668,0.37,0.3719,0.3706,0.3822,0.4101,0.4175,0.4147,0.4153,0.4288,0.4175,0.4208,0.4349,0.4394,0.4423,0.4446,0.4442,0.4385",0.4365
191,"0.4658,0.4625,0.4667,0.4552,0.4654,0.4175,0.4156,0.4137,0.4025,0.4233,0.4336,0.4243,0.3822,0.3809,0.3954,0.3851,0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037,0.3989,0.3973,0.4047,0.4002,0.3337,0.3678,0.3632,0.3565,0.3668,0.37,0.3719,0.3706,0.3822,0.4101,0.4175,0.4147,0.4153,0.4288,0.4175,0.4208,0.4349,0.4394,0.4423,0.4446,0.4442,0.4385,0.4365",0.4343
192,"0.4625,0.4667,0.4552,0.4654,0.4175,0.4156,0.4137,0.4025,0.4233,0.4336,0.4243,0.3822,0.3809,0.3954,0.3851,0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037,0.3989,0.3973,0.4047,0.4002,0.3337,0.3678,0.3632,0.3565,0.3668,0.37,0.3719,0.3706,0.3822,0.4101,0.4175,0.4147,0.4153,0.4288,0.4175,0.4208,0.4349,0.4394,0.4423,0.4446,0.4442,0.4385,0.4365,0.4343",0.4581
193,"0.4667,0.4552,0.4654,0.4175,0.4156,0.4137,0.4025,0.4233,0.4336,0.4243,0.3822,0.3809,0.3954,0.3851,0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037,0.3989,0.3973,0.4047,0.4002,0.3337,0.3678,0.3632,0.3565,0.3668,0.37,0.3719,0.3706,0.3822,0.4101,0.4175,0.4147,0.4153,0.4288,0.4175,0.4208,0.4349,0.4394,0.4423,0.4446,0.4442,0.4385,0.4365,0.4343,0.4581",0.4741
194,"0.4552,0.4654,0.4175,0.4156,0.4137,0.4025,0.4233,0.4336,0.4243,0.3822,0.3809,0.3954,0.3851,0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037,0.3989,0.3973,0.4047,0.4002,0.3337,0.3678,0.3632,0.3565,0.3668,0.37,0.3719,0.3706,0.3822,0.4101,0.4175,0.4147,0.4153,0.4288,0.4175,0.4208,0.4349,0.4394,0.4423,0.4446,0.4442,0.4385,0.4365,0.4343,0.4581,0.4741",0.5101
195,"0.4654,0.4175,0.4156,0.4137,0.4025,0.4233,0.4336,0.4243,0.3822,0.3809,0.3954,0.3851,0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037,0.3989,0.3973,0.4047,0.4002,0.3337,0.3678,0.3632,0.3565,0.3668,0.37,0.3719,0.3706,0.3822,0.4101,0.4175,0.4147,0.4153,0.4288,0.4175,0.4208,0.4349,0.4394,0.4423,0.4446,0.4442,0.4385,0.4365,0.4343,0.4581,0.4741,0.5101",0.53
196,"0.4175,0.4156,0.4137,0.4025,0.4233,0.4336,0.4243,0.3822,0.3809,0.3954,0.3851,0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037,0.3989,0.3973,0.4047,0.4002,0.3337,0.3678,0.3632,0.3565,0.3668,0.37,0.3719,0.3706,0.3822,0.4101,0.4175,0.4147,0.4153,0.4288,0.4175,0.4208,0.4349,0.4394,0.4423,0.4446,0.4442,0.4385,0.4365,0.4343,0.4581,0.4741,0.5101,0.53",0.5159
197,"0.4156,0.4137,0.4025,0.4233,0.4336,0.4243,0.3822,0.3809,0.3954,0.3851,0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037,0.3989,0.3973,0.4047,0.4002,0.3337,0.3678,0.3632,0.3565,0.3668,0.37,0.3719,0.3706,0.3822,0.4101,0.4175,0.4147,0.4153,0.4288,0.4175,0.4208,0.4349,0.4394,0.4423,0.4446,0.4442,0.4385,0.4365,0.4343,0.4581,0.4741,0.5101,0.53,0.5159",0.5079
198,"0.4137,0.4025,0.4233,0.4336,0.4243,0.3822,0.3809,0.3954,0.3851,0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037,0.3989,0.3973,0.4047,0.4002,0.3337,0.3678,0.3632,0.3565,0.3668,0.37,0.3719,0.3706,0.3822,0.4101,0.4175,0.4147,0.4153,0.4288,0.4175,0.4208,0.4349,0.4394,0.4423,0.4446,0.4442,0.4385,0.4365,0.4343,0.4581,0.4741,0.5101,0.53,0.5159,0.5079",0.5063
199,"0.4025,0.4233,0.4336,0.4243,0.3822,0.3809,0.3954,0.3851,0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037,0.3989,0.3973,0.4047,0.4002,0.3337,0.3678,0.3632,0.3565,0.3668,0.37,0.3719,0.3706,0.3822,0.4101,0.4175,0.4147,0.4153,0.4288,0.4175,0.4208,0.4349,0.4394,0.4423,0.4446,0.4442,0.4385,0.4365,0.4343,0.4581,0.4741,0.5101,0.53,0.5159,0.5079,0.5063",0.523
200,"0.4233,0.4336,0.4243,0.3822,0.3809,0.3954,0.3851,0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037,0.3989,0.3973,0.4047,0.4002,0.3337,0.3678,0.3632,0.3565,0.3668,0.37,0.3719,0.3706,0.3822,0.4101,0.4175,0.4147,0.4153,0.4288,0.4175,0.4208,0.4349,0.4394,0.4423,0.4446,0.4442,0.4385,0.4365,0.4343,0.4581,0.4741,0.5101,0.53,0.5159,0.5079,0.5063,0.523",0.4814
201,"0.4336,0.4243,0.3822,0.3809,0.3954,0.3851,0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037,0.3989,0.3973,0.4047,0.4002,0.3337,0.3678,0.3632,0.3565,0.3668,0.37,0.3719,0.3706,0.3822,0.4101,0.4175,0.4147,0.4153,0.4288,0.4175,0.4208,0.4349,0.4394,0.4423,0.4446,0.4442,0.4385,0.4365,0.4343,0.4581,0.4741,0.5101,0.53,0.5159,0.5079,0.5063,0.523,0.4814",0.4708
202,"0.4243,0.3822,0.3809,0.3954,0.3851,0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037,0.3989,0.3973,0.4047,0.4002,0.3337,0.3678,0.3632,0.3565,0.3668,0.37,0.3719,0.3706,0.3822,0.4101,0.4175,0.4147,0.4153,0.4288,0.4175,0.4208,0.4349,0.4394,0.4423,0.4446,0.4442,0.4385,0.4365,0.4343,0.4581,0.4741,0.5101,0.53,0.5159,0.5079,0.5063,0.523,0.4814,0.4708",0.4525
203,"0.3822,0.3809,0.3954,0.3851,0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037,0.3989,0.3973,0.4047,0.4002,0.3337,0.3678,0.3632,0.3565,0.3668,0.37,0.3719,0.3706,0.3822,0.4101,0.4175,0.4147,0.4153,0.4288,0.4175,0.4208,0.4349,0.4394,0.4423,0.4446,0.4442,0.4385,0.4365,0.4343,0.4581,0.4741,0.5101,0.53,0.5159,0.5079,0.5063,0.523,0.4814,0.4708,0.4525",0.4566
204,"0.3809,0.3954,0.3851,0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037,0.3989,0.3973,0.4047,0.4002,0.3337,0.3678,0.3632,0.3565,0.3668,0.37,0.3719,0.3706,0.3822,0.4101,0.4175,0.4147,0.4153,0.4288,0.4175,0.4208,0.4349,0.4394,0.4423,0.4446,0.4442,0.4385,0.4365,0.4343,0.4581,0.4741,0.5101,0.53,0.5159,0.5079,0.5063,0.523,0.4814,0.4708,0.4525,0.4566",0.4732
205,"0.3954,0.3851,0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037,0.3989,0.3973,0.4047,0.4002,0.3337,0.3678,0.3632,0.3565,0.3668,0.37,0.3719,0.3706,0.3822,0.4101,0.4175,0.4147,0.4153,0.4288,0.4175,0.4208,0.4349,0.4394,0.4423,0.4446,0.4442,0.4385,0.4365,0.4343,0.4581,0.4741,0.5101,0.53,0.5159,0.5079,0.5063,0.523,0.4814,0.4708,0.4525,0.4566,0.4732",0.5119
206,"0.3851,0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037,0.3989,0.3973,0.4047,0.4002,0.3337,0.3678,0.3632,0.3565,0.3668,0.37,0.3719,0.3706,0.3822,0.4101,0.4175,0.4147,0.4153,0.4288,0.4175,0.4208,0.4349,0.4394,0.4423,0.4446,0.4442,0.4385,0.4365,0.4343,0.4581,0.4741,0.5101,0.53,0.5159,0.5079,0.5063,0.523,0.4814,0.4708,0.4525,0.4566,0.4732,0.5119",0.5344
207,"0.3912,0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037,0.3989,0.3973,0.4047,0.4002,0.3337,0.3678,0.3632,0.3565,0.3668,0.37,0.3719,0.3706,0.3822,0.4101,0.4175,0.4147,0.4153,0.4288,0.4175,0.4208,0.4349,0.4394,0.4423,0.4446,0.4442,0.4385,0.4365,0.4343,0.4581,0.4741,0.5101,0.53,0.5159,0.5079,0.5063,0.523,0.4814,0.4708,0.4525,0.4566,0.4732,0.5119,0.5344",0.5241
208,"0.3877,0.3854,0.4008,0.3903,0.3983,0.4057,0.4044,0.3973,0.388,0.397,0.3951,0.4025,0.3999,0.3954,0.3925,0.4037,0.3989,0.3973,0.4047,0.4002,0.3337,0.3678,0.3632,0.3565,0.3668,0.37,0.3719,0.3706,0.3822,0.4101,0.4175,0.4147,0.4153,0.4288,0.4175,0.4208,0.4349,0.4394,0.4423,0.4446,0.4442,0.4385,0.4365,0.4343,0.4581,0.4741,0.5101,0.53,0.5159,0.5079,0.5063,0.523,0.4814,0.4708,0.4525,0.4566,0.4732,0.5119,0.5344,0.5241",0.5272
